id,time,sum_flow,avg_speed,clusterID
R001_SM2,2019-04-25 01:00:00,2.0,11.75,0
R001_SM3,2019-04-25 01:00:00,3.0,16.0,0
R002_S1,2019-04-25 01:00:00,1.0,0.0,1
R002_S2,2019-04-25 01:00:00,0.0,0.0,1
R002_S4,2019-04-25 01:00:00,0.0,0.0,1
R002_S5,2019-04-25 01:00:00,15.0,26.133333333333297,1
R003_SM7,2019-04-25 01:00:00,12.0,49.84,2
R003_SM8,2019-04-25 01:00:00,6.0,25.333333333333304,2
R003_SM9,2019-04-25 01:00:00,5.0,29.7,2
R028_S1,2019-04-25 01:00:00,2.0,12.5,3
R028_S2,2019-04-25 01:00:00,1.0,0.0,3
R028_S3,2019-04-25 01:00:00,4.0,26.249999999999996,3
R029_S1,2019-04-25 01:00:00,3.0,19.0,4
R029_S2,2019-04-25 01:00:00,4.0,24.25,4
R030_S2,2019-04-25 01:00:00,6.0,49.83333333333331,5
R031_S1,2019-04-25 01:00:00,5.0,19.3,5
R031_S2,2019-04-25 01:00:00,4.0,27.25,5
R032_S2,2019-04-25 01:00:00,0.0,0.0,6
R032_SM46,2019-04-25 01:00:00,0.0,34.0,-1
R069_S1,2019-04-25 01:00:00,2.0,20.0,7
R069_S4,2019-04-25 01:00:00,23.0,32.4042553191489,7
R069_SM67,2019-04-25 01:00:00,11.0,25.9130434782609,7
R071_S2,2019-04-25 01:00:00,0.0,0.0,8
R074_S1,2019-04-25 01:00:00,1.0,4.33333333333333,9
R074_S3,2019-04-25 01:00:00,1.0,4.5,9
R077_S2,2019-04-25 01:00:00,2.0,33.25,10
R085_S1,2019-04-25 01:00:00,0.0,0.0,11
R085_S2,2019-04-25 01:00:00,1.0,1.0,11
R116_S1,2019-04-25 01:00:00,1.0,1.0,8
R116_S2,2019-04-25 01:00:00,2.0,23.750000000000004,8
R131_S1,2019-04-25 01:00:00,1.0,7.0,12
R131_S2,2019-04-25 01:00:00,13.0,47.3703703703704,13
R131_SM82,2019-04-25 01:00:00,14.0,43.8275862068966,13
R131_SM83,2019-04-25 01:00:00,8.0,49.00000000000001,13
R133_S2,2019-04-25 01:00:00,2.0,6.0,14
R133_S4,2019-04-25 01:00:00,11.0,48.54545454545449,14
R134_S1,2019-04-25 01:00:00,4.0,15.25,14
R134_S2,2019-04-25 01:00:00,3.0,13.714285714285698,14
R135_S1,2019-04-25 01:00:00,2.0,10.0,15
R135_S2,2019-04-25 01:00:00,1.0,23.6666666666667,15
R141_S1,2019-04-25 01:00:00,0.0,0.0,10
R141_S2,2019-04-25 01:00:00,0.0,0.0,10
R142_S1,2019-04-25 01:00:00,2.0,11.0,16
R142_S2,2019-04-25 01:00:00,21.0,27.7209302325581,16
R154_S1,2019-04-25 01:00:00,3.0,26.0,-1
R001_SM1,2019-04-25 01:15:00,16.0,34.84375,0
R001_SM2,2019-04-25 01:15:00,5.0,26.099999999999998,0
R001_SM3,2019-04-25 01:15:00,6.0,11.6153846153846,0
R002_S1,2019-04-25 01:15:00,1.0,5.0,1
R002_S2,2019-04-25 01:15:00,0.0,0.0,1
R002_S4,2019-04-25 01:15:00,2.0,21.5,1
R002_S5,2019-04-25 01:15:00,15.0,26.4,1
R003_SM7,2019-04-25 01:15:00,17.0,45.9142857142857,2
R003_SM8,2019-04-25 01:15:00,5.0,18.0,2
R003_SM9,2019-04-25 01:15:00,5.0,31.4,2
R028_S1,2019-04-25 01:15:00,9.0,12.1111111111111,3
R028_S2,2019-04-25 01:15:00,2.0,2.5,3
R028_S3,2019-04-25 01:15:00,7.0,36.2857142857143,3
R029_S1,2019-04-25 01:15:00,3.0,25.6666666666667,4
R029_S2,2019-04-25 01:15:00,4.0,20.7777777777778,4
R030_S2,2019-04-25 01:15:00,10.0,41.7,5
R031_S1,2019-04-25 01:15:00,5.0,28.1,5
R031_S2,2019-04-25 01:15:00,4.0,31.7777777777778,5
R032_S2,2019-04-25 01:15:00,2.0,4.8,6
R032_SM46,2019-04-25 01:15:00,1.0,20.5,6
R069_S1,2019-04-25 01:15:00,8.0,44.1764705882353,7
R069_S4,2019-04-25 01:15:00,25.0,27.64,7
R069_SM67,2019-04-25 01:15:00,7.0,27.066666666666695,7
R071_S2,2019-04-25 01:15:00,2.0,9.75,8
R074_S1,2019-04-25 01:15:00,0.0,2.0,9
R074_S3,2019-04-25 01:15:00,1.0,5.5,9
R077_S2,2019-04-25 01:15:00,1.0,29.5,10
R085_S1,2019-04-25 01:15:00,0.0,0.0,11
R085_S2,2019-04-25 01:15:00,2.0,1.0,11
R116_S1,2019-04-25 01:15:00,2.0,13.800000000000002,8
R116_S2,2019-04-25 01:15:00,1.0,35.5,8
R131_S1,2019-04-25 01:15:00,0.0,0.0,12
R131_S2,2019-04-25 01:15:00,10.0,41.65,13
R131_SM82,2019-04-25 01:15:00,10.0,38.9,13
R131_SM83,2019-04-25 01:15:00,5.0,48.09090909090909,13
R133_S2,2019-04-25 01:15:00,1.0,13.0,14
R133_S4,2019-04-25 01:15:00,8.0,38.125,14
R134_S1,2019-04-25 01:15:00,4.0,13.6666666666667,14
R134_S2,2019-04-25 01:15:00,2.0,13.499999999999998,14
R135_S1,2019-04-25 01:15:00,2.0,11.25,15
R135_S2,2019-04-25 01:15:00,2.0,24.0,15
R141_S1,2019-04-25 01:15:00,0.0,0.0,10
R141_S2,2019-04-25 01:15:00,0.0,1.0,10
R142_S1,2019-04-25 01:15:00,1.0,19.0,16
R142_S2,2019-04-25 01:15:00,20.0,29.6153846153846,16
R154_S1,2019-04-25 01:15:00,5.0,0.6,17
R001_SM1,2019-04-25 01:30:00,10.0,33.0952380952381,0
R001_SM2,2019-04-25 01:30:00,1.0,26.0,0
R001_SM3,2019-04-25 01:30:00,2.0,12.2,0
R002_S1,2019-04-25 01:30:00,1.0,43.0,1
R002_S2,2019-04-25 01:30:00,0.0,0.0,1
R002_S4,2019-04-25 01:30:00,2.0,25.0,1
R002_S5,2019-04-25 01:30:00,13.0,23.538461538461497,1
R003_SM7,2019-04-25 01:30:00,9.0,44.8888888888889,2
